,Pseudocode,Description,Label
486,"declare integer variable MinCost with integer arr, integer n as arguments, returning integer dp, sum, returning integer n + 5 and returning integer n + 5
set all contents of sum to 0
for i = 0 to n exclusive, k = arr [ i ]
for j = i to n exclusive, if i is j, sum [ i ] [ j ] = k
else  k + arr [j ]
set sum [ i ] [ j ] to k
for i = n - 1 to 0 inclusive, set dp [ i ] [ j ] to INT_MAX
if i is j, set dp [ i ] [ j ] to 0
else  for k = i to j exclusive, set dp [ i ] [ j ] to min ( dp [ i ] [ j ], dp [ i ] [ k ] + dp [ k + 1 ] [ j ] + sum [ i ] [ j ] ) )
return dp [ 0 ] [ n - 1 ]
declare integer main ( ), integer arr [ ] =  7, 6, 8, 6, 1, 1 , 1
create integer n with n = sizeof ( arr ) / sizeof ( arr [ 0 ] )
print MinCost ( arr, n )
return 0
","N consecutive ropes problem | C ++ implementation of the approach ; Function to return the minimum cost to connect the given ropes ; dp [ i ] [ j ] = minimum cost in range ( i , j ) sum [ i ] [ j ] = sum of range ( i , j ) ; Initializing the sum table ; Computing minimum cost for all the possible interval ( i , j ) Left range ; Right range ; No cost for a single rope ; Driver code
",1
487,"declare integer variable MinCost with integer arr, integer n as arguments, returning integer dp, sum, returning integer n + 5 and returning integer n + 5
set all contents of sum to 0
for i = 0 to n exclusive, k = arr [ i ]
for j = i to n exclusive, if i is j, sum [ i ] [ j ] = k
else  k + arr [j ]
set sum [ i ] [ j ] to k
for i = n - 1 to 0 inclusive, set dp [ i ] [ j ] to INT_MAX
if i is j, set dp [ i ] [ j ] to 0
else  for k = i to j exclusive, set dp [ i ] [ j ] to min ( dp [ i ] [ j ], dp [ i ] [ k ] + dp [ k + 1 ] [ j ] + sum [ i ] [ j ] ) )
return dp [ 0 ] [ n - 1 ]
declare integer main ( ), integer arr [ ] =  7, 6, 8, 6, 1, 1 , 1
create integer n with n = sizeof ( arr ) / sizeof ( arr [ 0 ] )
print MinCost ( arr, n )
return 0
","Program to find the sum of a Series ( 1 * 1 ) + ( 2 * 2 ) + ( 3 * 3 ) + ( 4 * 4 ) + ( 5 * 5 ) + ... + ( n * n ) | CPP program to calculate the following series ; Function to calculate the following series ; Driver Code
",0
488,"f = integer with i, state, A = integer, dp = integer array of size ] [ 3 ] and N = integer, return 0 if i >= N
else if dp [ i ] [ state] is not -1, return dp [ i ] [ state]
else if i is N - 1, dp [ i ] [ state ] = 1
else if state = 1 and A [ i ] > A [ i + 1 ], dp [ i ] [ state ] = 1
else if state = 2 and A [ i ]  A [ i + 1 ], dp [ i ] [ state ] = 1
else if state = 1 and A [ i ] = A [ i + 1 ], dp [ i ] [ state ] = 1 + f ( i + 1, 2, A, dp, N )
else if state = 2 and A [ i ] >= A [ i + 1 ], dp [ i ] [ state ] = 1 + f ( i + 1, 1, A, dp, N )
return dp [ i] [ state]
create int maxLenSeq (int A [ ], int N), int i, tmp, y, ans
create integer dp with size 1000 by 3
set all contents of dp to -1
for i = 0 to N exclusive, set tmp to f ( i, 1, A, dp, N )
set tmp to f ( i, 2, A, dp, N )
set ans to -1
for i = 0 to N exclusive, set y to dp [ i ] [ 1 ]
if i + y >= N, set ans to max ( ans, dp [ i ] [ 1 ] + 1)
else if y modulo 2 is 0 set ans to max ( ans, dp [ i ] [ 1 ] + 1 + dp [ i + y ] [ 2 ] )
else if y modulo 2 is 1 then set ans to max ( ans, dp [ i ] [ 1 ] + 1 + dp [ i + y ] [ 1 ] )
return ans
declare integer main ( ), integer A =  1, 10, 3, 20, 25, 24  ; declare integer array A =  1, 10, 3, 3, 20, 25, 24
n = sizeof ( A ) / sizeof ( int )
print maxLenSeq ( A, n )
return 0
","Length of the longest subsegment which is UpDown after inserting atmost one integer | C ++ implementation of the approach ; Function to recursively fill the dp array ; If f ( i , state ) is already calculated then return the value ; Calculate f ( i , state ) according to the recurrence relation and store in dp [ ] [ ] ; Function that calls the resucrsive function to fill the dp array and then returns the result ; dp [ ] [ ] array for storing result of f ( i , 1 ) and f ( 1 , 2 ) ; Populating the array dp [ ] with - 1 ; Make sure that longest UD and DU sequence starting at each index is calculated ; Assume the answer to be - 1 This value will only increase ; y is the length of the longest UD sequence starting at i ; If length is even then add an integer and then a DU sequence starting at i + y ; If length is odd then add an integer and then a UD sequence starting at i + y ; Driver code
",1
489,"f = integer with i, state, A = integer, dp = integer array of size ] [ 3 ] and N = integer, return 0 if i >= N
else if dp [ i ] [ state] is not -1, return dp [ i ] [ state]
else if i is N - 1, dp [ i ] [ state ] = 1
else if state = 1 and A [ i ] > A [ i + 1 ], dp [ i ] [ state ] = 1
else if state = 2 and A [ i ]  A [ i + 1 ], dp [ i ] [ state ] = 1
else if state = 1 and A [ i ] = A [ i + 1 ], dp [ i ] [ state ] = 1 + f ( i + 1, 2, A, dp, N )
else if state = 2 and A [ i ] >= A [ i + 1 ], dp [ i ] [ state ] = 1 + f ( i + 1, 1, A, dp, N )
return dp [ i] [ state]
create int maxLenSeq (int A [ ], int N), int i, tmp, y, ans
create integer dp with size 1000 by 3
set all contents of dp to -1
for i = 0 to N exclusive, set tmp to f ( i, 1, A, dp, N )
set tmp to f ( i, 2, A, dp, N )
set ans to -1
for i = 0 to N exclusive, set y to dp [ i ] [ 1 ]
if i + y >= N, set ans to max ( ans, dp [ i ] [ 1 ] + 1)
else if y modulo 2 is 0 set ans to max ( ans, dp [ i ] [ 1 ] + 1 + dp [ i + y ] [ 2 ] )
else if y modulo 2 is 1 then set ans to max ( ans, dp [ i ] [ 1 ] + 1 + dp [ i + y ] [ 1 ] )
return ans
declare integer main ( ), integer A =  1, 10, 3, 20, 25, 24  ; declare integer array A =  1, 10, 3, 3, 20, 25, 24
n = sizeof ( A ) / sizeof ( int )
print maxLenSeq ( A, n )
return 0
","Subtract two numbers without using arithmetic operators | CPP Program to subtract two Number without using arithmetic operator Recursive implementation . ; Driver program
",0
490,"declare integer MaxGCD with integers a [ ], n, Prefix [ n + 2 ]
create integer Suffix [ n + 2 ]
set Prefix [ 1 ] to a [ 0 ]
for i = 2 to n inclusive, set Prefix [ i ] to __gcd ( Prefix [ i - 1 ], a [ i - 1 ] )
Suffix [ n ] = a [ n - 1 ]
for i = n - 1 to 1 inclusive, set Suffix [ i ] to __gcd ( Suffix [ i + 1 ], a [ i - 1 ] )
ans = integer with ans = max ( Suffix [ 2], Prefix [ n - 1 ] )
for i = 2 to n exclusive, set ans to max ( ans, __gcd ( Prefix [ i - 1 ], Suffix [ i + 1 ] ) )
return ans
declare integer main ( ), integer array a with size ] =  14, 17, 28, 70
create integer n with n = sizeof ( a ) / sizeof ( a [ 0 ] )
print MaxGCD ( a, n )
return 0
","Remove an element to maximize the GCD of the given array | C ++ implementation of the above approach ; Function to return the maximized gcd after removing a single element from the given array ; Prefix and Suffix arrays ; Single state dynamic programming relation for storing gcd of first i elements from the left in Prefix [ i ] ; Initializing Suffix array ; Single state dynamic programming relation for storing gcd of all the elements having greater than or equal to i in Suffix [ i ] ; If first or last element of the array has to be removed ; If any other element is replaced ; Return the maximized gcd ; Driver code
",1
491,"declare integer MaxGCD with integers a [ ], n, Prefix [ n + 2 ]
create integer Suffix [ n + 2 ]
set Prefix [ 1 ] to a [ 0 ]
for i = 2 to n inclusive, set Prefix [ i ] to __gcd ( Prefix [ i - 1 ], a [ i - 1 ] )
Suffix [ n ] = a [ n - 1 ]
for i = n - 1 to 1 inclusive, set Suffix [ i ] to __gcd ( Suffix [ i + 1 ], a [ i - 1 ] )
ans = integer with ans = max ( Suffix [ 2], Prefix [ n - 1 ] )
for i = 2 to n exclusive, set ans to max ( ans, __gcd ( Prefix [ i - 1 ], Suffix [ i + 1 ] ) )
return ans
declare integer main ( ), integer array a with size ] =  14, 17, 28, 70
create integer n with n = sizeof ( a ) / sizeof ( a [ 0 ] )
print MaxGCD ( a, n )
return 0
","Queries to find longest subsequence having no similar adjacent elements with updates | C ++ program for the above approach ; Traverse the array arr [ ] ; If previous element is not same as current element ; Traverse the queries ; Replace element at index x with y ; Recalculate for index x ; Subtract contribution of element at index x ; Add contribution of y ; Recalculate for index x + 1 ; Subtract contribution of element at index x + 1 ; Adds contribution of y ; Replace the element ; Driver Code ; Function Call
",0
492,"dp = left 4 int array of size left ] [ right ]
if flips is greater than k, return -1e9
if ind is n return 0
if dp [ ind] [ flips] is not -1, return dp [ ind] [ flips]
ans = integer with ans = 0
ans = max ( 0, a [ ind ] + findSubarraySum ( ind + 1, flips, n, a, k ) )
ans = max ( ans, - a [ ind ] + findSubarraySum ( ind + 1, flips + 1, n, a, k ) )
return dp [ ind] [ flips] = ans
declare findMaxSubarraySum with integers a [ ], n, k, memset ( dp, -1, sizeof ( dp ) ) as arguments, returning integer
ans = integer with ans = -1e9
for i = 0 to n exclusive, set ans to max ( ans, findSubarraySum ( i, 0, n, a, k ) )
if ans is 0 and k is 0, return * max_element ( a, a + n )
return ans
declare integer main ( ), integer array a = -1,-2, -100,-10
create integer n with n = sizeof ( a ) / sizeof ( a [ 0 ] )
create integer k with k = 1
print findMaxSubarraySum ( a, n, k )
return 0
","Maximum subarray sum by flipping signs of at most K array elements | C ++ implementation of the approach ; Function to find the maximum subarray sum with flips starting from index i ; If the number of flips have exceeded ; Complete traversal ; If the state has previously been visited ; Initially ; Use Kadane 's algorithm and call two states ; Memoize the answer and return it ; Utility function to call flips from index and return the answer ; Create DP array int dp [ n ] [ k + 1 ] ; ; Iterate and call recursive function from every index to get the maximum subarray sum ; corner case ; Driver Code
",1
493,"dp = left 4 int array of size left ] [ right ]
if flips is greater than k, return -1e9
if ind is n return 0
if dp [ ind] [ flips] is not -1, return dp [ ind] [ flips]
ans = integer with ans = 0
ans = max ( 0, a [ ind ] + findSubarraySum ( ind + 1, flips, n, a, k ) )
ans = max ( ans, - a [ ind ] + findSubarraySum ( ind + 1, flips + 1, n, a, k ) )
return dp [ ind] [ flips] = ans
declare findMaxSubarraySum with integers a [ ], n, k, memset ( dp, -1, sizeof ( dp ) ) as arguments, returning integer
ans = integer with ans = -1e9
for i = 0 to n exclusive, set ans to max ( ans, findSubarraySum ( i, 0, n, a, k ) )
if ans is 0 and k is 0, return * max_element ( a, a + n )
return ans
declare integer main ( ), integer array a = -1,-2, -100,-10
create integer n with n = sizeof ( a ) / sizeof ( a [ 0 ] )
create integer k with k = 1
print findMaxSubarraySum ( a, n, k )
return 0
","Check if roots of a Quadratic Equation are reciprocal of each other or not | C ++ program to check if roots of a Quadratic Equation are reciprocal of each other or not ; Function to check if the roots of a quadratic equation are reciprocal of each other or not ; Driver code
",0
494,"sumOddFibonacci is a long long function with int arguments n and Sum
Sum [ 0 ] = 0
Sum [ 1 ] = 1
Sum [ 2] = 2
Sum [ 3] = 5
Sum [ 4 ] = 10
Sum [ 5] = 23
for i = 6 to n inclusive, set Sum [i] to ( Sum [ i - 1 ] + ( 4 * Sum [ i - 2 ] ) % mod + mod ) % mod + ( Sum [ i - 4 ] - Sum [ i - 5 ] + mod ) % mod ) % mod ) % mod ) % mod ) % mod ) % mod ) % mod )
return Sum [ n ]
declare integer main ( ) and long long n = 6
print sumOddFibonacci ( n )
return 0
","Find the sum of first N odd Fibonacci numbers | CPP program to Find the sum of first N odd Fibonacci numbers ; Function to calculate sum of first N odd Fibonacci numbers ; base values ; Driver code
",1
495,"sumOddFibonacci is a long long function with int arguments n and Sum
Sum [ 0 ] = 0
Sum [ 1 ] = 1
Sum [ 2] = 2
Sum [ 3] = 5
Sum [ 4 ] = 10
Sum [ 5] = 23
for i = 6 to n inclusive, set Sum [i] to ( Sum [ i - 1 ] + ( 4 * Sum [ i - 2 ] ) % mod + mod ) % mod + ( Sum [ i - 4 ] - Sum [ i - 5 ] + mod ) % mod ) % mod ) % mod ) % mod ) % mod ) % mod ) % mod )
return Sum [ n ]
declare integer main ( ) and long long n = 6
print sumOddFibonacci ( n )
return 0
","Product of nodes at k | C ++ implementation to find product of digits of elements at k - th level ; Function to find product of digits of elements at k - th level ; int product = 1 ; Initialize result ; increasing level number ; decreasing level number ; check if current level is the desired level or not ; required product ; Driver program
",0
496,"declare long long fun with marks marks [ ], n, temp as arguments, returning long long
fill dp, dp + n, 1
for i = 0 to n - 1 exclusive, if marks [ i ] > marks [ i + 1 ], temp = i
while true, decrement temp by 1 if marks [ temp ] > marks [ temp + 1 ] ) and temp >= 0
continue
else dp [ temp] = dp [ temp + 1] + 1
decrement temp by 1
else break
else if marks [ i ]  marks [ i + 1 ], dp [ i + 1 ] = dp [ i ] + 1
sum = integer with sum = 0
for i = 0 to n exclusive, add dp [ i ] to sum
return sum
declare integer main ( ) and integer n = 6
create integer marks with marks =  1, 4, 5, 2, 2, 1
print fun ( marks, n )
return 0
","Minimize the total number of teddies to be distributed | C ++ implementation of the above approach ; Initializing one tablet for each student ; if left adjacent is having higher marks review and change all the dp values assigned before until assigned dp values are found wrong according to given constrains ; if right adjacent is having higher marks add one in dp of left adjacent and assign to right one ; Driver Code ; n number of students ; marks of students ; solution of problem
",1
497,"declare long long fun with marks marks [ ], n, temp as arguments, returning long long
fill dp, dp + n, 1
for i = 0 to n - 1 exclusive, if marks [ i ] > marks [ i + 1 ], temp = i
while true, decrement temp by 1 if marks [ temp ] > marks [ temp + 1 ] ) and temp >= 0
continue
else dp [ temp] = dp [ temp + 1] + 1
decrement temp by 1
else break
else if marks [ i ]  marks [ i + 1 ], dp [ i + 1 ] = dp [ i ] + 1
sum = integer with sum = 0
for i = 0 to n exclusive, add dp [ i ] to sum
return sum
declare integer main ( ) and integer n = 6
create integer marks with marks =  1, 4, 5, 2, 2, 1
print fun ( marks, n )
return 0
","Merge K sorted Doubly Linked List in Sorted Order | C ++ program to merge K sorted doubly linked list in sorted order ; A linked list node ; Given a reference ( pointer to pointer ) to the head Of a DLL and an int , appends a new node at the end ; Allocate node ; Put in the data ; This new node is going to be the last node , so make next of it as NULL ; If the Linked List is empty , then make the new node as head ; Else traverse till the last node ; Change the next of last node ; Make last node as previous of new node ; Function to print the list ; Run while loop unless node becomes null ; Function to merge two sorted doubly linked lists ; If any of the list is empty ; Comparison the data of two linked list ; Store head pointer before merge the list ; Changing of pointer between Two list for merging ; Changing of pointer between Two list for merging ; Condition to check if any anyone list not end ; Return head pointer of merged list ; Function to merge all sorted linked list in sorted order ; Function call to merge two sorted doubly linked list at a time ; Return final sorted doubly linked list ; Driver code ; Loop to initialize all the lists to empty ; Create first doubly linked List List1 -> 1 <= > 5 <= > 9 ; Create second doubly linked List List2 -> 2 <= > 3 <= > 7 <= > 12 ; Create third doubly linked List List3 -> 8 <= > 11 <= > 13 <= > 18 ; Function call to merge all sorted doubly linked lists in sorted order ; Print final sorted list
",0
